epoch,env_steps,avg_ep_return,avg_ep_len,success_rate,avg_final_goal_dist,avg_min_goal_dist,policy_loss,value_loss,entropy,loss
1,4096,-39.634877060873514,81.18,0.24,0.25709420055150983,0.10308568857610226,nan,nan,nan,nan
2,8192,-41.28324032349068,85.40425531914893,0.2127659574468085,0.2636480528385715,0.09936524210299583,nan,nan,nan,nan
3,12288,-40.49059926989887,84.45833333333333,0.22916666666666666,0.25570331087025505,0.09358064876869321,nan,nan,nan,nan
4,16384,-39.70197968278898,85.85106382978724,0.23404255319148937,0.22249910465263306,0.10056204515251707,nan,nan,nan,nan
5,20480,-36.94630522576736,80.15686274509804,0.3137254901960784,0.22111252523666503,0.09526538129384611,nan,nan,nan,nan
6,24576,-40.438786141865414,81.3,0.26,0.27010359432548287,0.10891522880643606,nan,nan,nan,nan
7,28672,-40.549203341195316,84.0625,0.20833333333333334,0.2646730379589523,0.10551326353258143,nan,nan,nan,nan
8,32768,-41.8595148651866,87.21739130434783,0.17391304347826086,0.27059129172045254,0.10210829770759396,nan,nan,nan,nan
9,36864,-39.119508698624735,81.66,0.28,0.21368312541395426,0.10158497791737318,nan,nan,nan,nan
10,40960,-39.053449246349196,82.95918367346938,0.2653061224489796,0.2192074989481848,0.09103300087914175,nan,nan,nan,nan
11,45056,-37.347215460119735,81.83673469387755,0.24489795918367346,0.20901070938122515,0.09051819852724367,nan,nan,nan,nan
12,49152,-42.03751417467313,86.85106382978724,0.14893617021276595,0.2620334762762836,0.10709023138785616,nan,nan,nan,nan
13,53248,-45.6326555406832,92.95454545454545,0.09090909090909091,0.2871422237631949,0.11381413804536517,nan,nan,nan,nan
14,57344,-45.62483858891348,92.0,0.13636363636363635,0.28067641497843643,0.11110571555962617,nan,nan,nan,nan
15,61440,-40.01340778012499,83.12244897959184,0.20408163265306123,0.2536776561518105,0.1009242191758691,nan,nan,nan,nan
16,65536,-40.55318962118873,86.93617021276596,0.23404255319148937,0.24952648813895723,0.09383401001228932,nan,nan,nan,nan
17,69632,-37.243102180790075,76.45283018867924,0.2830188679245283,0.2339284378543215,0.09838703478563507,nan,nan,nan,nan
18,73728,-43.588100233193046,89.4,0.13333333333333333,0.27606685612764625,0.10816381147338285,nan,nan,nan,nan
19,77824,-45.55340074248325,92.95454545454545,0.09090909090909091,0.3078149081292478,0.11564935286614028,nan,nan,nan,nan
20,81920,-44.388822328959705,89.77777777777777,0.15555555555555556,0.2725908227264881,0.10824368455343776,nan,nan,nan,nan
21,86016,-38.56709798970179,82.0204081632653,0.22448979591836735,0.235236419820968,0.10148841663434797,nan,nan,nan,nan
22,90112,-41.19387199317929,85.08510638297872,0.2127659574468085,0.2639938720918082,0.09949474706453212,nan,nan,nan,nan
23,94208,-39.75371678181531,85.08333333333333,0.16666666666666666,0.23929006877976158,0.09799968280519049,nan,nan,nan,nan
24,98304,-40.80695405881843,84.625,0.20833333333333334,0.23264137337294719,0.10244413162581623,nan,nan,nan,nan
25,102400,-34.62051909102903,74.72222222222223,0.3148148148148148,0.20635848702793871,0.09029792073286241,nan,nan,nan,nan
26,106496,-40.957487281862974,85.125,0.22916666666666666,0.248001304998373,0.10156170659077664,nan,nan,nan,nan
