epoch,env_steps,avg_ep_return,avg_ep_len,success_rate,avg_final_goal_dist,avg_min_goal_dist,policy_loss,value_loss,entropy,loss
1,4096,-3.978398415235516,21.78191489361702,0.9680851063829787,0.016991386209872176,0.01592468476279619,-0.015108091160072945,5.451225429773331,1.5159533224999904,5.436117348074913
2,8192,-3.211587283094314,18.495454545454546,0.9590909090909091,0.016611655621620064,0.015824324017475275,-0.011874142065062187,5.159375369548798,1.5096172466874123,5.147501239180565
3,12288,-3.5536849211006887,20.318181818181817,0.9646464646464646,0.015949144944162906,0.015502493248810296,-0.011392427797545679,4.990446135401726,1.5051638066768647,4.979053711891174
4,16384,-3.282144321798257,18.949074074074073,0.9537037037037037,0.01662862665533019,0.015713541491465918,-0.011730372547754086,4.565916562080384,1.5000425413250924,4.554186181724072
5,20480,-3.3037983077759168,18.87557603686636,0.9631336405529954,0.01666563933271022,0.015748214760413264,-0.013937739582615905,5.14520571231842,1.4928034208714962,5.131267946958542
