epoch,env_steps,avg_ep_return,avg_ep_len,success_rate,avg_final_goal_dist,avg_min_goal_dist,policy_loss,value_loss,entropy,loss
1,4096,-51.859140579765345,100.0,0.0,0.3929328199476004,0.13189156381413342,-0.008413415058748796,59.48545768260956,1.6768354892730712,59.47704436779022
2,8192,-47.73721819656196,93.83720930232558,0.046511627906976744,0.3596182327587591,0.13130286931558405,-0.010822515722247772,55.98323233127594,1.6762501493096351,55.97240977287292
3,12288,-41.52257876982139,92.61363636363636,0.09090909090909091,0.2744181264953857,0.10500024487687783,-0.009873650930239819,41.66349160671234,1.6753686361014843,41.65361795425415
4,16384,-43.45370004571057,98.90243902439025,0.024390243902439025,0.26681828714634587,0.10037103860934334,-0.010325279511744157,38.86088664531708,1.6743291087448597,38.85056133270264
5,20480,-38.44514611134339,94.55813953488372,0.11627906976744186,0.2192106307592503,0.08604061352305634,-0.00999023109616246,31.89718852043152,1.6718922860920429,31.887198185920717
