epoch,env_steps,avg_ep_return,avg_ep_len,success_rate,avg_final_goal_dist,avg_min_goal_dist,policy_loss,value_loss,entropy,loss
1,4096,-7.5532645926469835,35.44736842105263,0.9035087719298246,0.020034458292158025,0.016596492494276742,-0.017519959781202486,7.298476278781891,1.5538235321640967,7.2809563219547275
2,8192,-6.117460990912611,29.744525547445257,0.9343065693430657,0.017524808296852195,0.016067066432119612,-0.01389537584327627,7.406824687123299,1.5497944056987762,7.392929291725158
3,12288,-5.3253413534178575,27.173333333333332,0.96,0.01672124594139556,0.01619009582636257,-0.013565899574314245,7.224998492002487,1.5463705278933049,7.2114325851202015
4,16384,-5.531510680206921,27.965753424657535,0.9178082191780822,0.018369701780276755,0.01690270619033134,-0.011849440226797014,7.069509732723236,1.5441481202840805,7.057660284638405
5,20480,-3.9141509265123204,21.376963350785342,0.9790575916230366,0.01623501318277723,0.01583483028932626,-0.011297217343235388,6.682274976372719,1.5394722089171409,6.670977753400803
