epoch,env_steps,avg_ep_return,avg_ep_len,success_rate,avg_final_goal_dist,avg_min_goal_dist,policy_loss,value_loss,entropy,loss
1,4096,-32.01107676856587,75.66037735849056,0.32075471698113206,0.20188183745123306,0.08517651386418433,-0.011277068142953794,33.17555173635483,1.7533042132854462,33.16427458524704
2,8192,-27.905688049190893,68.21666666666667,0.4166666666666667,0.18337066061794757,0.07577637775490681,-0.01141874801251106,30.597811245918273,1.7497574888169765,30.586392521858215
3,12288,-27.515482535766502,67.63333333333334,0.48333333333333334,0.19345429067810377,0.06603208674738804,-0.007758919085608796,30.008276724815367,1.7472589887678622,30.00051784515381
4,16384,-22.895269701083063,57.34285714285714,0.5428571428571428,0.14147270034466472,0.06783697211316654,-0.00988876875344431,27.906700491905212,1.743731815367937,27.896811771392823
5,20480,-18.871223012283906,51.81012658227848,0.6455696202531646,0.1058130157239075,0.05865543137622785,-0.013981873884040397,21.75840369462967,1.741702378541231,21.74442173242569
